楽曲名,難易度,レベル,MAX
TOXIC VIBRATION,NOVICE,6,-1
TOXIC VIBRATION,ADVANCED,12,-1
TOXIC VIBRATION,EXHAUST,17,6197
Le Fruit Défendu,NOVICE,5,-1
Le Fruit Défendu,ADVANCED,11,-1
Le Fruit Défendu,EXHAUST,16,5567
UnivEarth,NOVICE,6,-1
UnivEarth,ADVANCED,12,-1
UnivEarth,EXHAUST,18,6784
Cold Inflation,NOVICE,4,-1
Cold Inflation,ADVANCED,10,-1
Cold Inflation,EXHAUST,16,5343
Ops:Code-Rapture-,NOVICE,6,-1
Ops:Code-Rapture-,ADVANCED,14,3707
Ops:Code-Rapture-,EXHAUST,18,6660
Witch in Sweetsland,NOVICE,6,-1
Witch in Sweetsland,ADVANCED,12,-1
Witch in Sweetsland,EXHAUST,17,6874
Preserved Valkyria,NOVICE,6,-1
Preserved Valkyria,ADVANCED,12,-1
Preserved Valkyria,EXHAUST,18,7013
Preserved Valkyria,GRAVITY,19,8515
Blastix Riotz,NOVICE,6,-1
Blastix Riotz,ADVANCED,13,3550
Blastix Riotz,EXHAUST,18,7681
Blastix Riotz,GRAVITY,19,8271
citrus,NOVICE,5,-1
citrus,ADVANCED,11,-1
citrus,EXHAUST,15,4830
XyHATTE,NOVICE,6,-1
XyHATTE,ADVANCED,12,-1
XyHATTE,EXHAUST,18,7055
XyHATTE,GRAVITY,19,8210
veRtrageS,NOVICE,6,-1
veRtrageS,ADVANCED,13,4156
veRtrageS,EXHAUST,18,7846
ΑΩ,NOVICE,6,-1
ΑΩ,ADVANCED,12,-1
ΑΩ,EXHAUST,18,6925
ΑΩ,GRAVITY,19,8094
夏色DIARY -Summer Dazzlin' Vacation miX-,NOVICE,5,-1
夏色DIARY -Summer Dazzlin' Vacation miX-,ADVANCED,11,-1
夏色DIARY -Summer Dazzlin' Vacation miX-,EXHAUST,17,5628
夏色DIARY -Summer Dazzlin' Vacation miX-,GRAVITY,16,6323
暴走,NOVICE,4,-1
暴走,ADVANCED,10,-1
暴走,EXHAUST,17,4538
消失,NOVICE,6,-1
消失,ADVANCED,13,5540
消失,EXHAUST,18,9180
eternita,NOVICE,5,-1
eternita,ADVANCED,11,-1
eternita,EXHAUST,16,4566
深海シティアンダーグラウンド,NOVICE,2,-1
深海シティアンダーグラウンド,ADVANCED,8,-1
深海シティアンダーグラウンド,EXHAUST,16,5527
ECHO,NOVICE,4,-1
ECHO,ADVANCED,8,-1
ECHO,EXHAUST,13,3648
6弦とピアノのためのエチュード op.4,NOVICE,4,-1
6弦とピアノのためのエチュード op.4,ADVANCED,10,-1
6弦とピアノのためのエチュード op.4,EXHAUST,16,4529
Starlight Dance Floor,NOVICE,2,-1
Starlight Dance Floor,ADVANCED,8,-1
Starlight Dance Floor,EXHAUST,13,3159
ギャラクシィ・トラベラー,NOVICE,4,-1
ギャラクシィ・トラベラー,ADVANCED,10,-1
ギャラクシィ・トラベラー,EXHAUST,14,4244
気まぐれスターダム,NOVICE,3,-1
気まぐれスターダム,ADVANCED,9,-1
気まぐれスターダム,EXHAUST,13,4360
My name is TSUMABUKI,NOVICE,3,-1
My name is TSUMABUKI,ADVANCED,8,-1
My name is TSUMABUKI,EXHAUST,14,4695
Firestorm,NOVICE,6,-1
Firestorm,ADVANCED,12,-1
Firestorm,EXHAUST,18,5022
ハナビラ:リンクス,NOVICE,4,-1
ハナビラ:リンクス,ADVANCED,10,-1
ハナビラ:リンクス,EXHAUST,15,3967
Sourire,NOVICE,4,-1
Sourire,ADVANCED,9,-1
Sourire,EXHAUST,16,4442
Shanghai Wu Long ～上海舞龍～,NOVICE,5,-1
Shanghai Wu Long ～上海舞龍～,ADVANCED,11,-1
Shanghai Wu Long ～上海舞龍～,EXHAUST,17,6145
紅の剣舞,NOVICE,6,-1
紅の剣舞,ADVANCED,12,-1
紅の剣舞,EXHAUST,17,6489
Vampire's Territory,NOVICE,5,-1
Vampire's Territory,ADVANCED,11,-1
Vampire's Territory,EXHAUST,17,5595
Warriors Aboot,NOVICE,6,-1
Warriors Aboot,ADVANCED,12,-1
Warriors Aboot,EXHAUST,18,6224
滅亡天使 † にこきゅっぴん,NOVICE,4,-1
滅亡天使 † にこきゅっぴん,ADVANCED,10,-1
滅亡天使 † にこきゅっぴん,EXHAUST,16,4886
めうめうぺったんたん！！,NOVICE,3,-1
めうめうぺったんたん！！,ADVANCED,9,-1
めうめうぺったんたん！！,EXHAUST,15,5084
ホーンテッド★メイドランチ,NOVICE,5,-1
ホーンテッド★メイドランチ,ADVANCED,12,-1
ホーンテッド★メイドランチ,EXHAUST,17,6652
都会征服Girls☆,NOVICE,3,-1
都会征服Girls☆,ADVANCED,8,-1
都会征服Girls☆,EXHAUST,14,4053
ちくわパフェだよ☆ＣＫＰ,NOVICE,5,-1
ちくわパフェだよ☆ＣＫＰ,ADVANCED,11,-1
ちくわパフェだよ☆ＣＫＰ,EXHAUST,15,5211
ちくわパフェだよ☆ＣＫＰ,EXCEED,18,6965
FLOWER,NOVICE,5,-1
FLOWER,ADVANCED,11,-1
FLOWER,EXHAUST,18,6694
FLOWER,HEAVENLY,19,6780
Got more raves？,NOVICE,6,-1
Got more raves？,ADVANCED,13,3600
Got more raves？,EXHAUST,17,5588
Got more raves？,HEAVENLY,19,6564
きたさいたま2000,NOVICE,6,-1
きたさいたま2000,ADVANCED,12,-1
きたさいたま2000,EXHAUST,18,5920
きたさいたま2000,HEAVENLY,19,7303
Garakuta Doll Play,NOVICE,6,-1
Garakuta Doll Play,ADVANCED,12,-1
Garakuta Doll Play,EXHAUST,17,5820
Garakuta Doll Play,HEAVENLY,18,6810
マサカリブレイド,NOVICE,6,-1
マサカリブレイド,ADVANCED,12,-1
マサカリブレイド,EXHAUST,18,7169
Lucky*Clover,NOVICE,6,-1
Lucky*Clover,ADVANCED,11,-1
Lucky*Clover,EXHAUST,17,6060
三つ数えろ,NOVICE,3,-1
三つ数えろ,ADVANCED,10,-1
三つ数えろ,EXHAUST,16,5583
星の器 feat. らっぷびと,NOVICE,4,-1
星の器 feat. らっぷびと,ADVANCED,9,-1
星の器 feat. らっぷびと,EXHAUST,16,4291
Treasure,NOVICE,3,-1
Treasure,ADVANCED,8,-1
Treasure,EXHAUST,13,3968
双翼 - Black Wings - SDVX Edit. -,NOVICE,5,-1
双翼 - Black Wings - SDVX Edit. -,ADVANCED,11,-1
双翼 - Black Wings - SDVX Edit. -,EXHAUST,16,5470
Shiawase Transmission,NOVICE,4,-1
Shiawase Transmission,ADVANCED,10,-1
Shiawase Transmission,EXHAUST,16,5150
crêpe suzette,NOVICE,5,-1
crêpe suzette,ADVANCED,10,-1
crêpe suzette,EXHAUST,16,5629
ドーパミン,NOVICE,6,-1
ドーパミン,ADVANCED,12,-1
ドーパミン,EXHAUST,18,7015
HAELE III ~Angel Worlds~,NOVICE,5,-1
HAELE III ~Angel Worlds~,ADVANCED,11,-1
HAELE III ~Angel Worlds~,EXHAUST,15,5845
HAELE III ~Angel Worlds~,GRAVITY,18,7492
じゅーじゅー♥焼肉の火からフェニックス！？～再誕の†炭火焼き～,NOVICE,6,-1
じゅーじゅー♥焼肉の火からフェニックス！？～再誕の†炭火焼き～,ADVANCED,12,-1
じゅーじゅー♥焼肉の火からフェニックス！？～再誕の†炭火焼き～,EXHAUST,17,5902
ショットガン・ラヴァーズ,NOVICE,4,-1
ショットガン・ラヴァーズ,ADVANCED,10,-1
ショットガン・ラヴァーズ,EXHAUST,16,6732
零れる夢のレミニセンス,NOVICE,4,-1
零れる夢のレミニセンス,ADVANCED,8,-1
零れる夢のレミニセンス,EXHAUST,13,4299
Le ××××,NOVICE,4,-1
Le ××××,ADVANCED,9,-1
Le ××××,EXHAUST,15,4685
Blacksphere,NOVICE,5,-1
Blacksphere,ADVANCED,12,-1
Blacksphere,EXHAUST,16,4427
FAKE STYLE II,NOVICE,4,-1
FAKE STYLE II,ADVANCED,10,-1
FAKE STYLE II,EXHAUST,15,3872
ちぇいす いん ざ さんしゃいん！！！,NOVICE,4,-1
ちぇいす いん ざ さんしゃいん！！！,ADVANCED,11,-1
ちぇいす いん ざ さんしゃいん！！！,EXHAUST,16,5378
continew,NOVICE,5,-1
continew,ADVANCED,11,-1
continew,EXHAUST,17,5071
月光乱舞,NOVICE,5,-1
月光乱舞,ADVANCED,12,-1
月光乱舞,EXHAUST,18,6436
月光乱舞,GRAVITY,19,7021
Utopia,NOVICE,4,-1
Utopia,ADVANCED,9,-1
Utopia,EXHAUST,16,5411
メランコリック,NOVICE,1,-1
メランコリック,ADVANCED,7,-1
メランコリック,EXHAUST,13,3638
みくみくにしてあげる♪【してやんよ】,NOVICE,4,-1
みくみくにしてあげる♪【してやんよ】,ADVANCED,9,-1
みくみくにしてあげる♪【してやんよ】,EXHAUST,15,3779
Mayohiga Spurt,NOVICE,5,-1
Mayohiga Spurt,ADVANCED,11,-1
Mayohiga Spurt,EXHAUST,17,6408
Pet Peeve,NOVICE,4,-1
Pet Peeve,ADVANCED,12,-1
Pet Peeve,EXHAUST,17,4152
Pieces of a Dream,NOVICE,5,-1
Pieces of a Dream,ADVANCED,12,-1
Pieces of a Dream,EXHAUST,17,6405
Beyond the Sandstorm,NOVICE,4,-1
Beyond the Sandstorm,ADVANCED,9,-1
Beyond the Sandstorm,EXHAUST,16,4082
Backflow,NOVICE,5,-1
Backflow,ADVANCED,10,-1
Backflow,EXHAUST,17,4856
ハッピーシンセサイザ,NOVICE,2,-1
ハッピーシンセサイザ,ADVANCED,7,-1
ハッピーシンセサイザ,EXHAUST,13,2947
ドゥンガドゥンガ狂詩曲,NOVICE,4,-1
ドゥンガドゥンガ狂詩曲,ADVANCED,10,-1
ドゥンガドゥンガ狂詩曲,EXHAUST,16,5416
twilight signal,NOVICE,3,-1
twilight signal,ADVANCED,8,-1
twilight signal,EXHAUST,15,4195
ダブルラリアット,NOVICE,3,-1
ダブルラリアット,ADVANCED,8,-1
ダブルラリアット,EXHAUST,15,3591
Seraphim,NOVICE,6,-1
Seraphim,ADVANCED,12,-1
Seraphim,EXHAUST,18,6192
The setting sun,NOVICE,6,-1
The setting sun,ADVANCED,11,-1
The setting sun,EXHAUST,17,4160
交渉人・西行寺幽々子 vs スカーレット警察,NOVICE,3,-1
交渉人・西行寺幽々子 vs スカーレット警察,ADVANCED,8,-1
交渉人・西行寺幽々子 vs スカーレット警察,EXHAUST,13,3941
君がいる場所へ,NOVICE,4,-1
君がいる場所へ,ADVANCED,9,-1
君がいる場所へ,EXHAUST,13,3334
CUTIE☆EX-DREAM,NOVICE,5,-1
CUTIE☆EX-DREAM,ADVANCED,12,-1
CUTIE☆EX-DREAM,EXHAUST,17,6216
我楽多イノセンス,NOVICE,4,-1
我楽多イノセンス,ADVANCED,10,-1
我楽多イノセンス,EXHAUST,16,5965
Oriental Blossom,NOVICE,5,-1
Oriental Blossom,ADVANCED,10,-1
Oriental Blossom,EXHAUST,16,4629
Angels And Demons,NOVICE,5,-1
Angels And Demons,ADVANCED,10,-1
Angels And Demons,EXHAUST,18,6180
About me,NOVICE,3,-1
About me,ADVANCED,7,-1
About me,EXHAUST,15,4184
Asian Chip City,NOVICE,4,-1
Asian Chip City,ADVANCED,10,-1
Asian Chip City,EXHAUST,16,5153
闇夜舞踏会 -緋碧と蝶のためのmasquerade-,NOVICE,4,-1
闇夜舞踏会 -緋碧と蝶のためのmasquerade-,ADVANCED,9,-1
闇夜舞踏会 -緋碧と蝶のためのmasquerade-,EXHAUST,16,5173
ムラサキグルマ,NOVICE,5,-1
ムラサキグルマ,ADVANCED,11,-1
ムラサキグルマ,EXHAUST,18,5646
千客万来☆無問題！,NOVICE,5,-1
千客万来☆無問題！,ADVANCED,10,-1
千客万来☆無問題！,EXHAUST,16,5647
コンフェイト＊コンチェルト,NOVICE,3,-1
コンフェイト＊コンチェルト,ADVANCED,7,-1
コンフェイト＊コンチェルト,EXHAUST,14,5174
冥天・ヘメロカリス,NOVICE,5,-1
冥天・ヘメロカリス,ADVANCED,12,-1
冥天・ヘメロカリス,EXHAUST,18,6333
Nofram,NOVICE,4,-1
Nofram,ADVANCED,11,-1
Nofram,EXHAUST,17,5817
Never Ending,NOVICE,4,-1
Never Ending,ADVANCED,11,-1
Never Ending,EXHAUST,15,5106
Stleq,NOVICE,6,-1
Stleq,ADVANCED,11,-1
Stleq,EXHAUST,17,6664
conflict,NOVICE,5,-1
conflict,ADVANCED,12,-1
conflict,EXHAUST,17,6538
XHAOS JUDGE,NOVICE,6,-1
XHAOS JUDGE,ADVANCED,12,-1
XHAOS JUDGE,EXHAUST,18,7513
Aliquam,NOVICE,5,-1
Aliquam,ADVANCED,11,-1
Aliquam,EXHAUST,17,5128
Chloé,NOVICE,4,-1
Chloé,ADVANCED,11,-1
Chloé,EXHAUST,16,5487
フラッター現象の顛末と単一指向性の感情論,NOVICE,5,-1
フラッター現象の顛末と単一指向性の感情論,ADVANCED,10,-1
フラッター現象の顛末と単一指向性の感情論,EXHAUST,15,6138
neko＊neko,NOVICE,3,-1
neko＊neko,ADVANCED,7,-1
neko＊neko,EXHAUST,13,3258
地方創生☆チクワクティクス,NOVICE,4,-1
地方創生☆チクワクティクス,ADVANCED,10,-1
地方創生☆チクワクティクス,EXHAUST,15,4350
漆黒のスペシャルプリンセスサンデー,NOVICE,6,-1
漆黒のスペシャルプリンセスサンデー,ADVANCED,12,-1
漆黒のスペシャルプリンセスサンデー,EXHAUST,17,6584
激アツ☆マジヤバ☆チアガール,NOVICE,5,-1
激アツ☆マジヤバ☆チアガール,ADVANCED,9,-1
激アツ☆マジヤバ☆チアガール,EXHAUST,13,3554
VOLTEXES III,NOVICE,5,-1
VOLTEXES III,ADVANCED,11,-1
VOLTEXES III,EXHAUST,16,6342
VOLTEXES II,NOVICE,3,-1
VOLTEXES II,ADVANCED,9,-1
VOLTEXES II,EXHAUST,15,3769
VOLTEXES,NOVICE,4,-1
VOLTEXES,ADVANCED,10,-1
VOLTEXES,EXHAUST,15,3514
Lachryma《Re:Queen’M》,NOVICE,8,-1
Lachryma《Re:Queen’M》,ADVANCED,13,4800
Lachryma《Re:Queen’M》,EXHAUST,18,7489
Lachryma《Re:Queen’M》,GRAVITY,20,9268
NEO GRAVITY,NOVICE,6,-1
NEO GRAVITY,ADVANCED,12,-1
NEO GRAVITY,EXHAUST,18,5867
雲の彼方,NOVICE,5,-1
雲の彼方,ADVANCED,11,-1
雲の彼方,EXHAUST,17,5453
Candy Colored Hearts,NOVICE,6,-1
Candy Colored Hearts,ADVANCED,13,3543
Candy Colored Hearts,EXHAUST,17,6427
EMPIRE OF FLAME,NOVICE,6,-1
EMPIRE OF FLAME,ADVANCED,12,-1
EMPIRE OF FLAME,EXHAUST,18,6933
End to end,NOVICE,6,-1
End to end,ADVANCED,12,-1
End to end,EXHAUST,18,5993
モラトリアムノオト,NOVICE,3,-1
モラトリアムノオト,ADVANCED,9,-1
モラトリアムノオト,EXHAUST,13,4025
Finally Dive,NOVICE,4,-1
Finally Dive,ADVANCED,10,-1
Finally Dive,EXHAUST,15,4082
「ここなつ☆」は夢のカタチ,NOVICE,4,-1
「ここなつ☆」は夢のカタチ,ADVANCED,11,-1
「ここなつ☆」は夢のカタチ,EXHAUST,16,4657
キズナ,NOVICE,3,-1
キズナ,ADVANCED,8,-1
キズナ,EXHAUST,13,4170
アナーキーインザ夕景,NOVICE,5,-1
アナーキーインザ夕景,ADVANCED,12,-1
アナーキーインザ夕景,EXHAUST,16,5802
伐折羅-vajra-,NOVICE,7,-1
伐折羅-vajra-,ADVANCED,13,3614
伐折羅-vajra-,EXHAUST,18,7204
常夏！！クリスタライズ・シャーベット,NOVICE,5,-1
常夏！！クリスタライズ・シャーベット,ADVANCED,11,-1
常夏！！クリスタライズ・シャーベット,EXHAUST,17,4563
ツインソウル～輪廻する旋律～,NOVICE,3,-1
ツインソウル～輪廻する旋律～,ADVANCED,9,-1
ツインソウル～輪廻する旋律～,EXHAUST,13,3937
spectroscape,NOVICE,4,-1
spectroscape,ADVANCED,10,-1
spectroscape,EXHAUST,16,5366
JEHANNEDARC,NOVICE,6,-1
JEHANNEDARC,ADVANCED,13,3656
JEHANNEDARC,EXHAUST,18,7067
Ultimate Fury,NOVICE,5,-1
Ultimate Fury,ADVANCED,10,-1
Ultimate Fury,EXHAUST,16,5494
Help me， ERINNNNNN!! - SH Style -,NOVICE,4,-1
Help me， ERINNNNNN!! - SH Style -,ADVANCED,9,-1
Help me， ERINNNNNN!! - SH Style -,EXHAUST,13,4028
Help me， CODYYYYYY!!,GRAVITY,16,5238
Demise Quartet,NOVICE,6,-1
Demise Quartet,ADVANCED,12,-1
Demise Quartet,EXHAUST,18,7958
チルノとまりおのパーフェクトさんすう教室,NOVICE,5,-1
チルノとまりおのパーフェクトさんすう教室,ADVANCED,12,-1
チルノとまりおのパーフェクトさんすう教室,EXHAUST,17,5680
しゅわスパ大作戦☆ (カシオれ！くーにゃんリミックス),NOVICE,5,-1
しゅわスパ大作戦☆ (カシオれ！くーにゃんリミックス),ADVANCED,10,-1
しゅわスパ大作戦☆ (カシオれ！くーにゃんリミックス),EXHAUST,16,4716
KAC 2013 ULTIMATE MEDLEY -HISTORIA SOUND VOLTEX- Emperor Side,NOVICE,5,-1
KAC 2013 ULTIMATE MEDLEY -HISTORIA SOUND VOLTEX- Emperor Side,ADVANCED,13,3739
KAC 2013 ULTIMATE MEDLEY -HISTORIA SOUND VOLTEX- Emperor Side,EXHAUST,18,7245
KAC 2013 ULTIMATE MEDLEY -HISTORIA SOUND VOLTEX- Emperor Side,GRAVITY,19,8712
REVOLVER,NOVICE,6,-1
REVOLVER,ADVANCED,12,-1
REVOLVER,EXHAUST,18,6244
Follow Up,NOVICE,5,-1
Follow Up,ADVANCED,11,-1
Follow Up,EXHAUST,17,5746
Fox4-Raize-,NOVICE,6,-1
Fox4-Raize-,ADVANCED,12,-1
Fox4-Raize-,EXHAUST,18,6213
Never Fails,NOVICE,6,-1
Never Fails,ADVANCED,12,-1
Never Fails,EXHAUST,17,6094
MG277,NOVICE,6,-1
MG277,ADVANCED,12,-1
MG277,EXHAUST,18,5745
Enigma,NOVICE,6,-1
Enigma,ADVANCED,12,-1
Enigma,EXHAUST,17,6461
響縁,NOVICE,4,-1
響縁,ADVANCED,10,-1
響縁,EXHAUST,16,5158
お嫁にしなさいっ！,NOVICE,4,-1
お嫁にしなさいっ！,ADVANCED,9,-1
お嫁にしなさいっ！,EXHAUST,15,4718
She is my wife,NOVICE,5,-1
She is my wife,ADVANCED,11,-1
She is my wife,EXHAUST,16,4474
Renegade Fruits,NOVICE,6,-1
Renegade Fruits,ADVANCED,12,-1
Renegade Fruits,EXHAUST,16,5314
Renegade Fruits,GRAVITY,18,7883
Russet,NOVICE,4,-1
Russet,ADVANCED,10,-1
Russet,EXHAUST,16,4841
Phantom Ensemble (ゆんゆん Remix),NOVICE,3,-1
Phantom Ensemble (ゆんゆん Remix),ADVANCED,8,-1
Phantom Ensemble (ゆんゆん Remix),EXHAUST,13,3409
S1CK_F41RY,NOVICE,5,-1
S1CK_F41RY,ADVANCED,11,-1
S1CK_F41RY,EXHAUST,17,5423
XROSS THE XOUL,NOVICE,6,-1
XROSS THE XOUL,ADVANCED,12,-1
XROSS THE XOUL,EXHAUST,16,5128
XROSS THE XOUL,GRAVITY,18,7658
ERROR CODE,NOVICE,5,-1
ERROR CODE,ADVANCED,12,-1
ERROR CODE,EXHAUST,13,3581
ERROR CODE,GRAVITY,16,4282
Virtual Bit,NOVICE,5,-1
Virtual Bit,ADVANCED,11,-1
Virtual Bit,EXHAUST,17,5523
Inixia,NOVICE,5,-1
Inixia,ADVANCED,11,-1
Inixia,EXHAUST,16,5345
Inixia,GRAVITY,17,7330
archive::zip,NOVICE,4,-1
archive::zip,ADVANCED,10,-1
archive::zip,EXHAUST,14,4095
archive::zip,GRAVITY,16,5346
Parousia,NOVICE,5,-1
Parousia,ADVANCED,11,-1
Parousia,EXHAUST,17,6607
-約束-,NOVICE,4,-1
-約束-,ADVANCED,9,-1
-約束-,EXHAUST,15,5272
人形裁判 -THIRD IMPACT-,NOVICE,5,-1
人形裁判 -THIRD IMPACT-,ADVANCED,11,-1
人形裁判 -THIRD IMPACT-,EXHAUST,17,5912
Question.,NOVICE,4,-1
Question.,ADVANCED,10,-1
Question.,EXHAUST,16,4874
滅びに至るエランプシス,NOVICE,3,-1
滅びに至るエランプシス,ADVANCED,9,-1
滅びに至るエランプシス,EXHAUST,13,3808
水月鏡花のコノテーション,NOVICE,4,-1
水月鏡花のコノテーション,ADVANCED,10,-1
水月鏡花のコノテーション,EXHAUST,15,4914
虚空と光明のディスクール,NOVICE,3,-1
虚空と光明のディスクール,ADVANCED,7,-1
虚空と光明のディスクール,EXHAUST,13,4089
黒髪乱れし修羅となりて～凛 edition～,NOVICE,5,-1
黒髪乱れし修羅となりて～凛 edition～,ADVANCED,13,3516
黒髪乱れし修羅となりて～凛 edition～,EXHAUST,17,6001
カタルシスの月,NOVICE,4,-1
カタルシスの月,ADVANCED,11,-1
カタルシスの月,EXHAUST,16,5396
GO BACK 2 YOUR RAVE,NOVICE,5,-1
GO BACK 2 YOUR RAVE,ADVANCED,10,-1
GO BACK 2 YOUR RAVE,EXHAUST,16,5508
爆なな☆てすとロイヤー,NOVICE,5,-1
爆なな☆てすとロイヤー,ADVANCED,11,-1
爆なな☆てすとロイヤー,EXHAUST,16,5000
Dualive,NOVICE,5,-1
Dualive,ADVANCED,11,-1
Dualive,EXHAUST,17,6593
Din Don Dan (Fusion Remix),NOVICE,5,-1
Din Don Dan (Fusion Remix),ADVANCED,11,-1
Din Don Dan (Fusion Remix),EXHAUST,16,5028
Din Don Dan (Fusion Remix),EXCEED,17,5817
The star in eclipse,NOVICE,6,-1
The star in eclipse,ADVANCED,12,-1
The star in eclipse,EXHAUST,17,6886
The star in eclipse,EXCEED,18,7951
アキネイション,NOVICE,6,-1
アキネイション,ADVANCED,12,-1
アキネイション,EXHAUST,17,5501
Prominence,NOVICE,3,-1
Prominence,ADVANCED,9,-1
Prominence,EXHAUST,13,4063
弾幕注意報2014,NOVICE,4,-1
弾幕注意報2014,ADVANCED,10,-1
弾幕注意報2014,EXHAUST,15,5095
断罪は遍く人間の元に,NOVICE,5,-1
断罪は遍く人間の元に,ADVANCED,10,-1
断罪は遍く人間の元に,EXHAUST,17,5189
墨染 ft. ネコメアリ,NOVICE,3,-1
墨染 ft. ネコメアリ,ADVANCED,9,-1
墨染 ft. ネコメアリ,EXHAUST,13,4642
幻想郷DEMPASTICグリーティング,NOVICE,5,-1
幻想郷DEMPASTICグリーティング,ADVANCED,11,-1
幻想郷DEMPASTICグリーティング,EXHAUST,16,5127
恋繋エピローグ,NOVICE,5,-1
恋繋エピローグ,ADVANCED,10,-1
恋繋エピローグ,EXHAUST,15,4634
relegation grimoire,NOVICE,4,-1
relegation grimoire,ADVANCED,9,-1
relegation grimoire,EXHAUST,14,3715
ブチアゲドクター☆ハイテッコ三姉妹,NOVICE,5,-1
ブチアゲドクター☆ハイテッコ三姉妹,ADVANCED,11,-1
ブチアゲドクター☆ハイテッコ三姉妹,EXHAUST,15,4285
Destroy,NOVICE,6,-1
Destroy,ADVANCED,12,-1
Destroy,EXHAUST,16,4765
Destroy,GRAVITY,17,6421
CENSORED!!,NOVICE,6,-1
CENSORED!!,ADVANCED,12,-1
CENSORED!!,EXHAUST,17,5840
侍Annihilate!!,NOVICE,6,-1
侍Annihilate!!,ADVANCED,13,3938
侍Annihilate!!,EXHAUST,18,7129
GRISAILLE,NOVICE,5,-1
GRISAILLE,ADVANCED,10,-1
GRISAILLE,EXHAUST,16,5515
crescent moon,NOVICE,4,-1
crescent moon,ADVANCED,9,-1
crescent moon,EXHAUST,13,3506
Endless GRAVITY,NOVICE,6,-1
Endless GRAVITY,ADVANCED,12,-1
Endless GRAVITY,EXHAUST,18,5580
Apex of the World,NOVICE,5,-1
Apex of the World,ADVANCED,11,-1
Apex of the World,EXHAUST,17,5226
双星ルミネセンス,NOVICE,4,-1
双星ルミネセンス,ADVANCED,10,-1
双星ルミネセンス,EXHAUST,16,5725
Mind Mapping (hard liquid remix),NOVICE,5,-1
Mind Mapping (hard liquid remix),ADVANCED,10,-1
Mind Mapping (hard liquid remix),EXHAUST,15,4668
Help me， ERINNNNNN!! -Cranky remix-,NOVICE,6,-1
Help me， ERINNNNNN!! -Cranky remix-,ADVANCED,12,-1
Help me， ERINNNNNN!! -Cranky remix-,EXHAUST,17,5980
雪月花 -さわわRemix-,NOVICE,6,-1
雪月花 -さわわRemix-,ADVANCED,12,-1
雪月花 -さわわRemix-,EXHAUST,17,6392
Sweet little Lily,NOVICE,3,-1
Sweet little Lily,ADVANCED,8,-1
Sweet little Lily,EXHAUST,13,4354
Critical Crystal(brz_remix),NOVICE,3,-1
Critical Crystal(brz_remix),ADVANCED,10,-1
Critical Crystal(brz_remix),EXHAUST,13,3620
UROBØROS,NOVICE,5,-1
UROBØROS,ADVANCED,11,-1
UROBØROS,EXHAUST,17,5429
碧の疾風,NOVICE,4,-1
碧の疾風,ADVANCED,9,-1
碧の疾風,EXHAUST,13,3412
I'm so happy(Happy Hoppin Remix),NOVICE,4,-1
I'm so happy(Happy Hoppin Remix),ADVANCED,8,-1
I'm so happy(Happy Hoppin Remix),EXHAUST,13,2962
仙酌絶唱のファンタジア,NOVICE,5,-1
仙酌絶唱のファンタジア,ADVANCED,10,-1
仙酌絶唱のファンタジア,EXHAUST,15,5062
Help me， ERINNNNNN!! -VENUS mix-,NOVICE,5,-1
Help me， ERINNNNNN!! -VENUS mix-,ADVANCED,12,-1
Help me， ERINNNNNN!! -VENUS mix-,EXHAUST,16,5992
ハイスピヰド・ランパンシヰ,NOVICE,5,-1
ハイスピヰド・ランパンシヰ,ADVANCED,11,-1
ハイスピヰド・ランパンシヰ,EXHAUST,16,5279
NECRO PARTY,NOVICE,5,-1
NECRO PARTY,ADVANCED,11,-1
NECRO PARTY,EXHAUST,16,4806
鳥と桜と嘴と,NOVICE,3,-1
鳥と桜と嘴と,ADVANCED,8,-1
鳥と桜と嘴と,EXHAUST,13,4265
Smooth Wind,NOVICE,5,-1
Smooth Wind,ADVANCED,11,-1
Smooth Wind,EXHAUST,15,4755
Ultimate Ascension,NOVICE,6,-1
Ultimate Ascension,ADVANCED,12,-1
Ultimate Ascension,EXHAUST,18,6734
Mermaid girl (Tropical Remix),NOVICE,4,-1
Mermaid girl (Tropical Remix),ADVANCED,10,-1
Mermaid girl (Tropical Remix),EXHAUST,15,4540
花ノ下連歌,NOVICE,4,-1
花ノ下連歌,ADVANCED,11,-1
花ノ下連歌,EXHAUST,16,5192
Deadly Dolly Dance,NOVICE,6,-1
Deadly Dolly Dance,ADVANCED,12,-1
Deadly Dolly Dance,EXHAUST,17,5115
Time to Air -Fly High Remix-,NOVICE,6,-1
Time to Air -Fly High Remix-,ADVANCED,12,-1
Time to Air -Fly High Remix-,EXHAUST,17,6706
